"MlsNumber","LivingArea","YearBuilt","MunicipalTax","SchoolTax","CondoFees","HeatingEnergy","HeatingSystem","Proximity","SewageSystem","LotAssessment","BuildingAssessment","Pool","View","Garage","Parking","Zoning","WaterSupply","LotDepth","LotFrontage","Area","MunicipalAssessment","FloorCovering","Topography","Insurance"
"16986752",,"1880","$4,589.00","$843.00",,"Electricity",,"Park, Bicycle path, Highway, Metro, Public transportation, CEGEP, University, Hospital, M�tro Berri","Municipality",,,,,,,,"Municipality",,,"1,621.04 SF","$492,400.00",,,
"16990027","7,259 SF","1999","$15,080.00","$2,954.00",,"Natural gas, Electricity",,"Elementary school, CEGEP, Easy Access to Highway 40 & 20, Commuter train, Public transportation, Highway, Park, Hospital","Municipality",,,,,"14.6 Feet Ceilling Height, Double width or more, Built-in, Heated","Garage : 8",,"Municipality",,,"13,561 SF irr.","$1,662,300.00",,"Flat",
"16997683","1,868 SF","1960","$5,926.00","$1,103.00",,"Electricity",,"Public transportation, Park, Highway, Elementary school","Municipality",,,"Inground, Heated",,"Built-in, Single width","Driveway : 2, Garage : 1",,"Municipality",,,"592.4 SF irr.","$566,867.00",,,
"17001702",,"1980","$3,073.00","$647.00",,"Electricity",,"Elementary school, Commuter train, Park, CEGEP, Highway, Hospital, Public transportation","Municipality",,,,,"Built-in, Single width, Heated","Driveway : 1, Garage : 1",,"Municipality",,,"3,780.29 SF","$377,600.00",,,
"17008985",,"1974","$5,129.00","$1,025.00",,"Electricity",,"CEGEP, Public transportation, High school, Highway, Park, Elementary school","Municipality",,,"Inground, Heated",,,"Driveway : 2",,"Municipality",,,"11,034 SF irr.","$596,400.00",,,
"17019054","7,391 SF","1925","$5,990.00","$679.00",,,,"Public transportation, Highway","Municipality",,,,,,"Driveway : 4","Residential, Commercial","Municipality",,,"4,842 SF","$372,267.00",,,
"17026330","1,758 SF","1988","$5,482.00","$1,233.00",,"Electricity",,"University, High school, Hospital, CEGEP, Park, Metro, Elementary school, Public transportation","Municipality",,,,,"Built-in, Single width","Garage : 1",,"Municipality",,,"N/A","$723,600.00",,,
"17032479",,"1989","$3,976.00","$847.00",,"Electricity",,"Park, Cross-country skiing, Bicycle path, Golf, Elementary school, CEGEP","Municipality",,,,,"Single width, Heated, Attached","Garage : 1, Driveway : 4",,"Municipality",,,"9,943.7 SF irr.","$482,300.00",,,
"17033481","934 SF","2012",,,,"Electricity",,"Commuter train, High school, Park, Highway, Public transportation, Hospital, CEGEP, Elementary school, Bicycle path","Municipality",,,,,,"Driveway : 1",,"Municipality",,,"N/A",,,,
"17049396",,"2004","$4,256.00","$822.00",,"Electricity",,"blibioth�que, piscine public, Elementary school, Public transportation, High school, Bicycle path, Park","Municipality",,,"Above-ground",,"Attached, Double width or more","Garage : 2, Driveway : 4",,"Municipality",,,"6,333 SF","$463,100.00",,"Flat",
"17050228","971.9 SF","1949","$1,873.00","$384.00",,"Electricity",,"Metro, Park, Commuter train, Elementary school, Hospital, Public transportation, High school, University, Bicycle path, CEGEP, Highway","Municipality",,,,,,"Driveway : 2",,"Municipality",,,"1,269.06 SF","$229,000.00",,"Flat",
"17060286","1,067 SF","1910","$918.00","$110.00",,"Electricity",,"Highway, Metro, Public transportation, Bicycle path, Park","Municipality",,,,,,"Driveway : 1",,"Municipality",,,"2,700 SF","$264,600.00",,,
"17078016","560 SF","CONS",,,,"Electricity",,,"Municipality",,,,,,,,"Municipality",,,"N/A",,,,
"17095415",,"1975","$2,277.00","$461.00",,"Natural gas, Electricity",,"Park, Elementary school, High school, CEGEP, Public transportation, Commuter train","Municipality",,,,,"Attached, Single width","Driveway : 4, Garage : 1",,"Municipality",,,"6,105 SF","$270,800.00",,,
"17109121","2,035 SF","1958","$3,337.00","$721.00",,"Electricity",,"Park, High school, Elementary school, Public transportation, Bicycle path, Hospital, Restos, �piceries, etc...","Municipality",,,,,,,,"Municipality",,,"N/A","$437,000.00",,,
"17126247","1,098 SF","1995","$3,432.00","$737.00",,"Electricity",,"Park, University, Metro, Elementary school, Cross-country skiing, Hospital, Highway, Public transportation, High school, CEGEP, Bicycle path","Municipality",,,,,,"Driveway : 1Driveway : 1",,"Municipality",,,"N/A","$434,600.00",,,
"17141011","1,800 SF","1997","$3,787.00","$901.00",,"Natural gas",,"Hospital, High school, University, Elementary school, Commuter train, Public transportation, Highway, Metro","Municipality",,,,,"Tandem","Garage : 2",,"With water meter, Municipality",,,"N/A","$531,500.00",,,
"17143455","1,285.21 SF","2010","$4,818.00","$1,018.00",,"Electricity",,"Metro, Hospital, University, Park, Commuter train, Highway, CEGEP, Bicycle path, Public transportation","Municipality",,,"Indoor, Heated","View of the city, View of the mountain, Panoramic","Heated, Built-in","Garage : 1",,"Municipality",,,"N/A","$636,400.00",,,
"17144401",,"1954","$5,296.00","$1,115.00",,"Heating oil, Electricity, Dual energy",,"Elementary school, High school, Park, Public transportation","Municipality",,,"Inground","View of the water","Built-in","Driveway : 6, Garage : 1",,"Municipality",,,"29,523 SF irr.","$621,300.00",,,
"17146523",,"1927","$5,118.00","$946.00",,"Electricity",,"Park, Cross-country skiing, Bicycle path, Elementary school, Highway, Golf, Public transportation, High school, Commuter train","Municipality",,,,,"Tandem, Heated, Built-in","Garage : 2, Driveway : 5",,"Municipality",,,"8,567 SF","$571,900.00",,"Flat",
"17156796","10.76 SF","1985","$4,453.00","$732.00",,"Electricity",,,"Municipality",,,,,"Double width or more, Built-in","Garage : 2",,"Municipality",,,"3,207.65 SF","$418,300.00",,,
"17157061",,"INCO",,,,"Electricity",,"Highway, Metro, Public transportation","Municipality",,,,,,,"Residential, Commercial","Municipality",,,"1,445 SF",,,,"$750.00"
"17159820","852 SF","ACONS",,,,"Electricity",,"Bicycle path, Commuter train, CEGEP, University, Highway, Park, Metro, Elementary school, High school, Hospital, Public transportation","Municipality",,,,"View of the city, Panoramic",,,,"Municipality",,,"N/A",,,,
"17162514",,"1947","$1,580.00","$330.00",,"Electricity",,"Highway, Metro, Centre Claude Robillard, Elementary school, CEGEP, Bicycle path, High school, Public transportation, Park","Municipality",,,,,,,,"Municipality",,,"1,153.89 SF","$194,800.00",,"Flat",
"17166081",,"2000","$5,732.00","$1,161.00",,"Electricity",,"Park, Elementary school, Highway, Public transportation, Bicycle path","Municipality",,,"Heated, Inground",,"Heated, Built-in","Driveway : 4, Garage : 2",,"Municipality",,,"7,271 SF irr.","$663,900.00",,,
"17170862",,"1989","$7,439.00","$1,463.00",,"Electricity",,"Bicycle path, Commuter train, Public transportation, Elementary school, High school, Park","Municipality",,,"Inground, Heated",,"Double width or more, Built-in, Heated","Garage : 2, Driveway : 4",,"Municipality",,,"7,000 SF","$765,200.00",,"Flat",
"17174448","3,000 SF","2004","$5,227.00","$1,444.00",,"Electricity",,"Metro, Public transportation, Bicycle path, Highway, Park","Municipality",,,,,,,"Residential","Municipality",,,"1,672 SF","$637,400.00",,,
"17197174","1,058 SF","1999","$3,097.00","$651.00",,"Electricity",,"High school, Park, Elementary school, Public transportation, Metro, Bicycle path, CEGEP","Municipality",,,,,"Heated, Built-in","Garage : 1",,"Municipality",,,"N/A","$391,600.00",,,
"17200210","857 SF","2000","$1,614.00","$318.00",,"Electricity",,"Public transportation, Golf, High school, Bicycle path, Highway","Municipality",,,,,,"Driveway : 1",,"Municipality",,,"N/A","$178,600.00",,,
"17201192",,"1975","$3,586.00","$694.00",,"Natural gas",,"Park, Elementary school, Highway, High school, Public transportation","Municipality",,,,,"Double width or more, Attached","Driveway : 4, Garage : 2",,"Municipality",,,"6,300 SF","$409,700.00",,,
"17216496","1,139 SF","CONS",,,,"Electricity",,"Public transportation, Metro, Bicycle path, Park","Municipality",,,,,,,,"Municipality",,,"N/A",,,,
"17217518","808 SF","INCO","$1,851.00","$407.00",,"Electricity",,"Jacques-Cartier bridge, Hospital, CEGEP, Public transportation, Metro, University, Highway, Elementary school","Municipality",,,,,,,,"Municipality",,,"N/A","$249,100.00",,,
"17222413","2,096 SF","2013","$6,500.00","$1,500.00",,"Electricity",,"Cross-country skiing, Highway, Public transportation, Bicycle path, Park, University, Hospital, Metro","Municipality",,,,,,"Driveway : 1","Residential","Municipality",,,"N/A",,,,"$2,447.00"
"17227795","533 SF","ACONS",,,,"Electricity",,,"Municipality",,,,,,,,"Municipality",,,"N/A",,,,
"17236233",,"1890","$2,236.00","$491.00",,,,"Highway, University, Commuter train, Hospital, Public transportation","Municipality",,,,,,,,"Municipality",,,"N/A","$282,300.00",,,
"17236902",,"1960","$2,600.00","$511.00",,"Electricity, Heating oil, Dual energy",,"Elementary school, Public transportation, Highway, High school","Municipality",,,"Above-ground",,"Built-in","Garage : 1, Driveway : 1",,"Municipality",,,"5,400 SF","$281,300.00",,"Flat",
"17261970",,"1955","$2,396.00","$471.00",,"Electricity",,"Hospital, Highway, High school, Public transportation, Park, Elementary school","Municipality",,,,,,,,"Municipality",,,"4,999.94 SF","$263,600.00","Wood",,
"17285833","3,000 SF","1967","$4,358.00","$803.00",,"Heating oil, hac rc ss, Electricity",,"Elementary school, Park, Highway, Public transportation, Hospital","Municipality",,,"Above-ground, 12 pieds",,"Single width, Built-in, Heated","Garage : 1, Driveway : 1","Residential","Municipality",,,"3,289.45 SF irr.","$449,400.00","Concrete, Tiles, Wood, Carpet, Ceramic","Flat","$1,200.00"
"17294718","1,187 SF","2004","$3,244.00","$298.00",,"Electricity",,"Highway, High school, Park, Hospital, Commuter train, CEGEP, Elementary school, Public transportation","Municipality",,,,,"Double width or more, Heated, Attached","Garage : 2",,"Municipality",,,"3,586 SF","$372,200.00",,,
"17307559","145.96 SF","1915","$3,225.00","$708.00",,,,"Metro, University, Hospital, High school, Park, Public transportation","Municipality",,,,,,,,"Municipality",,,"N/A","$405,000.00",,,
"17311092",,"1975","$3,329.00","$617.00",,"Natural gas",,"Cross-country skiing, Highway, Bicycle path, Elementary school, Park, Public transportation","Municipality",,,"Inground",,"Attached, Heated, Double width or more, Built-in","Driveway : 4, Garage : 2",,"Municipality",,,"6,000 SF","$379,900.00",,"Flat",
"17313004","630 SF","1928","$1.00","$1.00",,"Natural gas",,"Public transportation, CEGEP, Highway, Metro, University, Hospital","Municipality",,,,,,,,"Municipality",,,"N/A","$4,200,000.00",,,
"17317264","940 SF","1908","$2,322.00","$481.00",,"Electricity",,"Bicycle path, Public transportation, Metro, CEGEP, High school, University, Highway, Park, Hospital, Elementary school","Municipality",,,,"Sur la cour int�rieure",,,,"Municipality",,,"N/A","$276,100.00",,,
"17323531",,"CONS",,,,"Electricity",,"Park, Elementary school, Public transportation, Highway, High school","Municipality",,,,,,"Driveway : 0",,"Municipality",,,"N/A",,,"Flat",
"17334940","898 SF","1989","$2,151.00","$444.00",,"Electricity",,"�piceries, Metro, Public transportation","Municipality",,,,,,,,"Municipality",,,"N/A","$268,800.00",,,
"17336204","952 SF","2010","$2,275.00","$470.00",,"Electricity",,"Elementary school, Public transportation, Highway, High school, CEGEP","Municipality",,,,,,,,"Municipality",,,"N/A","$274,900.00",,,
"17356435",,"1968","$3,320.00","$981.00",,"Electricity, Natural gas",,"Public transportation, High school, CEGEP, Highway, Elementary school","Municipality",,,,,"Attached, Single width","Driveway : 2, Garage : 1",,"Municipality",,,"5,040 SF","$348,900.00",,,
"17359951",,"1910","$2,088.00","$432.00",,"Electricity",,,"Municipality",,,,,,,,"Municipality",,,"2,625 SF","$250,000.00",,,
"17367835","1,105.45 SF","2011","$2,287.00","$450.00",,,,"CEGEP, Public transportation, Elementary school, University, High school, Bicycle path, Park, Highway, Metro, Hospital, Commuter train","Municipality",,,"Indoor, Inground, Heated, Common spa","Panoramic, View of the city","Heated","Garage : 1Garage : 1",,"Municipality",,,"N/A","$272,600.00",,,
"17373332","955 SF","2010","$2,152.00","$485.00",,"Electricity",,"Highway, Park, Commuter train, Public transportation","Municipality",,,,,"Heated, Built-in, Single width","Garage : 1",,"Municipality",,,"N/A","$268,400.00",,,
"17391385","903 SF","2009","$1,887.00","$399.00",,,,"YMCA, Commuter train, Public transportation, Hospital","Municipality",,,,,"Single width, Built-in, Heated","Garage : 1",,"Municipality",,,"N/A","$199,900.00",,,
"17396126",,"1956","$3,064.00","$641.00",,"Dual energy, Heating oil, Electricity",,,"Municipality",,,,,"Attached, Heated","Garage : 1, Carport : 1",,"Municipality",,,"4,000 SF","$382,300.00",,,
"17400007","927 SF","2006","$3,054.00","$660.00",,"Electricity",,"High school, Elementary school, Cross-country skiing, Public transportation, Golf, Highway, Bicycle path, Park, University","Municipality",,,"Heated, Inground",,"Built-in, Single width, Heated","Garage : 1Garage : 1",,"Municipality",,,"N/A","$375,100.00",,,
"17400783","1,532.78 SF","1986","$2,361.00","$494.00",,"Electricity",,"Highway, CEGEP, Bicycle path, Public transportation, University, High school, Park, Elementary school, Metro, Hospital","Municipality",,,,"View of the city",,"Driveway : 1",,"Municipality",,,"N/A","$279,600.00",,,
"17405653",,"1951","$3,586.00","$751.00",,"Electricity",,"CEGEP, Park, Metro, Elementary school, Public transportation, Hospital, Highway, High school, Bicycle path","Municipality",,,,,"Detached, Heated, Double width or more","Driveway : 1, Garage : 2","Residential","Municipality",,,"2,569 SF","$466,400.00","Flexible floor coverings, Ceramic, Wood","Flat",
"17406122","1,420 SF","1977","$3,460.00","$688.00",,"Natural gas",,"Elementary school, Park, Public transportation, CEGEP, Bicycle path, Highway, High school","Municipality",,,"Above-ground",,,"Garage : 1, Driveway : 2",,"Municipality",,,"6,270 SF","$395,700.00",,,
"17406600",,"1966","$2,680.00","$531.00",,"Electricity",,"Highway, High school, Park, Elementary school, Public transportation","Municipality",,,"Above-ground",,"Attached, Single width","Driveway : 1, Garage : 1",,"Municipality",,,"5,067.65 SF irr.","$293,200.00",,"Flat",
"17407965","1,150 SF","2013","$2,023.00","$418.00",,"Electricity",,"Bicycle path, Elementary school, High school, Park, Public transportation, Highway","Municipality",,,,,,,,"Municipality",,,"N/A","$235,000.00",,"Flat",
"17416109",,"1970","$8,900.00","$464.00",,,,,"Municipality",,,,,,,"Industrial, Commercial","Municipality",,,"5,478 SF","$249,500.00",,,
"17417420","673.8 SF","2008","$1,670.00","$355.00",,"Electricity",,"Elementary school, Bicycle path, CEGEP, Public transportation, Park, High school, Metro, Highway, Centre Claude-Robillard","Municipality",,,"Inground, Heated",,,,,"Municipality",,,"N/A","$196,200.00",,,
"17421554","900 SF","ACONS",,,,"Electricity",,,"Municipality",,,,,,,,"Municipality",,,"N/A",,,,
"17437927","400 SF","2007","$1,492.00","$321.00",,"Electricity",,"Bicycle path, Commuter train, Public transportation, CEGEP, Hospital, Highway, High school, Elementary school, Park, Metro, University","Municipality",,,,"Panoramic, View of the city",,,,"Municipality",,,"N/A","$186,200.00",,,
"17443129",,"1987","$3,095.00","$650.00",,"Electricity",,"Commuter train, Park, Hospital, Metro, Highway, High school, CEGEP, Elementary school, Bicycle path, Public transportation","Municipality",,,,,"Built-in, Single width, Heated","Garage : 1",,"Municipality",,,"N/A","$370,200.00",,"Flat",
"17451710","986 SF","2011","$2,100.00","$419.00",,"Electricity",,"Hospital, Elementary school, Public transportation, High school, CEGEP, Park, Bicycle path, Highway","Municipality",,,,,"Heated, Single width","Garage : 1Garage : 1",,"Municipality",,,"N/A","$236,100.00",,,
"17454825",,"1949","$3,427.00","$754.00",,"Electricity, Natural gas",,"High school, Hospital, Highway, Elementary school, Metro, Public transportation, Park, CEGEP, Bicycle path","Municipality",,,,,,"Driveway : 3","Residential","Municipality",,,"3,720 SF","$413,800.00",,"Flat",
"17457374",,"1955","$2,194.00","$414.00",,"Electricity",,"Elementary school, Bicycle path, Public transportation, Park, High school","Municipality",,,,,,"Driveway : 2",,"Municipality",,,"4,650 SF","$232,000.00",,"Flat",
"17481124","670 SF","CONS",,,,"Electricity",,,"Municipality",,,,,,,,"Municipality",,,"N/A",,,,
"17483410","1,065 SF","2012",,,,"Electricity",,"Commuter train, Highway, Bicycle path, Elementary school, Public transportation, Park, Hospital, CEGEP, High school","Municipality",,,,,"Heated, Built-in, Single width","Garage : 1",,"Municipality",,,"N/A",,,,
"17490600","1,550 SF","CONS","$5,286.00","$658.00",,"Electricity",,"Highway, CEGEP, Bicycle path, Park, High school, Metro, Elementary school, Public transportation","Municipality",,,,,,"Driveway : 1",,"Municipality",,,"N/A","$337,967.00",,,
"17513632","740 SF","1928","$2,204.00","$486.00",,,,,"Municipality",,,,,,,,"Municipality",,,"N/A","$270,900.00",,,
"17513744",,"1976","$3,703.00","$765.00",,"Electricity",,"Public transportation, Highway, Park, Elementary school, Golf, High school","Municipality",,,,,"Single width, Built-in, Heated","Garage : 1, Driveway : 1","Residential","Municipality",,,"2,089.28 SF irr.","$393,533.00","Wood, Ceramic",,
"17515676","551 SF","2014",,,,"Electricity",,,"Municipality",,,,,,,,"Municipality",,,"N/A",,,,
"17517305",,"1961","$3,239.00","$626.00",,"Electricity",,"Park, Highway, High school, Elementary school, Public transportation","Municipality",,,,,"Built-in","Garage : 1, Driveway : 1","Residential","Municipality",,,"2,157 SF","$342,500.00","Ceramic, Wood, Laminate floor",,
"17524751","600 SF","1940","$1,005.00","$213.00",,"Electricity",,"m�tro , CEGEP, Hospital, Bicycle path, University, Elementary school, Highway, Public transportation, Park, High school, Metro","Municipality",,,,,,,,"Municipality",,,"2,922 SF","$615,700.00",,,
"17528005","620 SF","2012","$37,087.00","$4,548.00",,"Electricity",,,"Municipality",,,,"View of the city",,"License tag : 1",,"Municipality",,,"N/A","$2,886,400.00",,,
"17531757","1,947 SF","1865","$14,000.00","$753.00",,"Electricity, Dual energy",,"Public transportation, Commuter train, Highway, Metro","Municipality",,,,,,,"Residential, Commercial","Municipality",,,"N/A","$441,800.00",,,
"17532864","1,626 SF","1990","$5,034.00","$1,039.00",,"Electricity",,"Bicycle path, Golf, Highway, Public transportation, Park, Commuter train, Elementary school, Commuter train,marina,tennis, Hospital, High school","Municipality",,,"Indoor, Inground, Heated","View of the water",,"Garage : 2",,"Municipality",,,"N/A","$660,400.00",,,
"17543307","751.32 SF","2008","$2,120.00","$466.00",,"Electricity",,"University, CEGEP, Highway, Metro, Park, Bicycle path, Hospital, Public transportation","Municipality",,,,,,"Driveway : 1Driveway : 1",,"Municipality",,,"N/A","$263,400.00",,,
"17566312","1,076 SF","2006","$2,772.00","$583.00",,"Electricity",,"High school, Bicycle path, Metro, Park, Commuter train, Highway, Public transportation, CEGEP, Hospital","Municipality",,,"Inground, Common spa, Indoor, Heated","sur le parc","Heated, 1, Single width","Garage : 1Garage : 1, Driveway : 1",,"Municipality",,,"N/A","$336,500.00",,,
"17576436",,"1960","$2,157.00","$435.00",,"Heating oil",,"Bicycle path, Public transportation, Park, Elementary school","Municipality",,,,,,"Driveway : 2",,"Municipality",,,"7,263 SF irr.","$254,500.00",,"Flat",
"17582195",,"1988","$5,655.00","$1,039.00",,"Electricity",,,"Municipality",,,"Heated, salt water, Inground",,"Double width or more, Heated, Built-in","Garage : 2, Driveway : 4",,"Municipality",,,"6,200 SF","$587,800.00",,,
"17589690","877.26 SF","INCO","$1,756.00","$347.00",,"Electricity",,"Elementary school, CEGEP, Bicycle path, Highway, High school, Public transportation, Cross-country skiing, Park","Municipality",,,,"View of the water",,"Driveway : 1Driveway : 1",,"Municipality",,,"N/A","$198,800.00",,"Flat",
"17595627","1,067 SF","ACONS",,,,"Electricity",,"Metro, Public transportation, Bicycle path","Municipality",,,,,"Built-in, Single width","Garage : 1",,"Municipality",,,"N/A",,,,
"17596645",,"1925","$19,363.00","$1,750.00",,"Natural gas, Electricity",,,"Municipality",,,,,,,,"Municipality",,,"5,620 SF","$662,900.00","Wood, Tiles, Carpet",,
"17597429",,"1962","$2,482.00","$600.00",,"Electricity",,"Bicycle path, Park, High school, Highway, Elementary school, Metro, Golf, Hospital, Public transportation, Commuter train, CEGEP","Municipality",,,,,,"Driveway : 3, Carport : 1",,"Municipality",,,"4,500 SF","$259,500.00",,"Flat",
"17598667","900 SF","1992","$1,603.00","$315.00",,"Electricity",,"Elementary school, Highway, Hospital, Public transportation, CEGEP, Bicycle path, Metro, High school, Park","Municipality",,,,,"Built-in","Garage : 1",,"Municipality",,,"N/A","$178,300.00",,,
"17602808",,"1953","$1.00","$1.00",,"Heating oil",,"High school, CEGEP, Commuter train, Hospital, Park, Highway, Public transportation, Metro, Elementary school, Bicycle path","Municipality",,,,,,"Driveway : 3, Carport : 1",,"Municipality",,,"N/A","$357,300.00",,,
"17605054","1,359.48 SF","1952","$2,642.00","$569.00",,"Electricity",,"Elementary school, Park, Hospital, High school, Bicycle path, Highway, University, Public transportation","Municipality",,,,,,"License tag : 2, Driveway : 1",,"Municipality",,,"4,038.62 SF","$826,200.00",,,
"17611021",,"1910","$3,170.00","$1.00",,"Electricity",,,"Municipality",,,,,,"Driveway : 2","Residential","Municipality",,,"1,975 SF","$385,000.00","Wood",,
"17615748","386 SF","2009","$1,063.00","$218.00",,"Electricity",,"Highway, Bicycle path, Lachine Canal, Park, Commuter train, Public transportation, Metro, High school, Hospital, Elementary school","Municipality",,,,,,"Driveway : 1",,"Municipality",,,"N/A","$119,200.00",,,
"17622501","776 SF","2004","$2,365.00","$518.00",,"Electricity",,,"Municipality",,,,,,"Driveway : 2Driveway : 2",,"Municipality",,,"N/A","$293,900.00",,,
"17628121","588 SF","CONS",,,,"Electricity",,,"Municipality",,,,,,,,"Municipality",,,"N/A",,,,
"17631270","834 SF","ACONS",,,,"Electricity",,,"Municipality",,,,,,,,"Municipality",,,"N/A",,,,
"17642297","762 SF","1999","$1,982.00","$380.00",,,,"Atwater Market, Park, Hospital, Cross-country skiing, Highway, Metro, Bicycle path, Public transportation","Municipality",,,,,,"Driveway : 1",,"Municipality",,,"N/A","$219,900.00",,,
"17657860","1,477.88 SF","1988","$2,529.00","$533.00",,"Electricity",,,"Municipality",,,,,"Heated, Double width or more, Built-in","Garage : 2",,"Municipality",,,"N/A","$305,900.00",,,
"17659544","900 SF","2011","$1,561.00","$323.00",,"Electricity",,"Bicycle path, Public transportation, CEGEP, Highway, High school, Metro, Elementary school, Park","Municipality",,,,,,,,"Municipality",,,"N/A","$185,600.00",,,
"17666932","1,200 SF","1905","$6,096.00","$1,317.00",,"Heating oil, Electricity",,"High school, Elementary school, Public transportation, Park","Municipality",,,,,,,,"Municipality",,,"1,851 SF irr.","$849,700.00",,"Flat","$1,446.00"
"17669660","662 SF","2009","$1,951.00","$419.00",,"Electricity",,"Bicycle path, CEGEP, High school, Highway, Elementary school, Hospital, Park, Metro, Public transportation","Municipality",,,"Inground, Heated",,"Single width, Heated","Garage : 1Garage : 1",,"Municipality",,,"617.85 SF","$229,200.00",,,
"17673226",,"1942","$2,500.00","$407.00",,,,,"Municipality",,,,,,"Driveway : 2",,"Municipality",,,"3,600 SF","$239,800.00",,,
"17673635","1,020 SF","1983","$1,550.00","$304.00",,"Electricity",,"Public transportation, High school, Park, Elementary school, Bicycle path","Municipality",,,,,,"Driveway : 1",,"Municipality",,,"N/A","$166,100.00",,,
"17679203",,"INCO","$3,735.00","$777.00",,"Electricity",,,"Municipality",,,,,"Single width, Attached","Garage : 1",,"Municipality",,,"7,495 SF irr.","$456,000.00",,,
"17681513","456 SF","1988","$1,016.00","$189.00",,"Electricity",,"High school, Public transportation, Highway, Park, Commuter train, Elementary school","Municipality",,,,,,"Driveway : 1Driveway : 1",,"Municipality",,,"N/A","$108,900.00",,,
"17701995","719 SF","2005","$2,025.00","$375.00",,"Electricity",,"High school, Metro, Highway, Public transportation, Park","Municipality",,,,,,"Garage : 1",,"Municipality",,,"N/A","$214,300.00",,,
"17708313",,"1953","$2,676.00","$571.00",,"Heating oil",,"CEGEP, Park, Public transportation, Elementary school, Highway, Metro, High school","Municipality",,,,,,"Driveway : 3",,"Municipality",,,"4,270 SF","$309,900.00",,"Flat",
"17715300","671 SF","2014",,,,"Electricity",,,"Municipality",,,,,,,,"Municipality",,,"N/A",,,,
"17732112",,"1966","$3,152.00","$689.00",,,,,"Municipality",,,,,,,"Residential","Municipality",,,"2,324 SF","$407,500.00",,,
"17741839","1,300 SF","1985","$2,638.00","$489.00",,"Electricity",,"CEGEP, Elementary school, Highway, Hospital, Public transportation, Park, Bicycle path","Municipality",,,,"Parc","Single width, Built-in, Heated","Garage : 1, Driveway : 1",,"Municipality",,,"1,356.25 SF","$288,500.00",,"Flat",
"17751356","1,083 SF","2007","$1,851.00","$364.00",,"Electricity",,"Commuter train, Highway, Golf, Public transportation, Park","Municipality",,,,,"Built-in, Heated","Driveway : 1, Garage : 1Driveway : 1, Garage : 1",,"Municipality",,,"N/A","$199,100.00",,"Flat",
"17754572",,"1930","$3,692.00","$756.00",,"Electricity",,,"Municipality",,,,,,"Driveway : 2",,"Municipality",,,"4,557.6 SF irr.","$458,300.00",,,
"17755742",,"1944","$2,895.00","$569.00",,"Electricity",,,"Municipality",,,,,,,"Residential","Municipality",,,"2,488 SF","$336,600.00",,,"$1,264.00"
"17760996","789 SF","ACONS",,,,"Electricity",,,"Municipality",,,,,,,,"Municipality",,,"N/A",,,,
"17771292","740 SF","1992","$1,313.00","$258.00",,"Electricity",,"Golf, Alpine skiing, Public transportation, Highway, High school, Park, Commuter train, Elementary school, Bicycle path","Municipality",,,,,"Built-in","Garage : 1Garage : 1",,"Municipality",,,"N/A","$145,300.00",,,
"17776204","1,456.36 SF","2014",,,,"Electricity",,"Public transportation, Park, Bicycle path, Metro, High school, Highway, Elementary school","Municipality",,,,,,,,"Municipality",,,"N/A",,,,
"17780658",,"1977","$7,894.00","$722.00",,"Electricity",,"Public transportation, Park, Bicycle path, Metro, Elementary school, Highway, Hospital","Municipality",,,,,,"Driveway : 4","Commercial, Residential","Municipality",,,"3,048 SF","$424,000.00",,,
"17781357","1,250 SF","2005","$3,834.00","$820.00",,"Electricity",,"High school, Park, Bicycle path, Restaurants, mountain., Metro, Highway, Public transportation, University, Elementary school, Hospital, CEGEP","Municipality",,,,"View of the city, Panoramic","Single width","Garage : 1",,"Municipality",,,"N/A","$500,500.00",,,
"17793003","994 SF","2014",,,,"Electricity",,"Bicycle path, Golf, Park, High school, Highway, Public transportation, Commuter train, Elementary school","Municipality",,,,,,"Driveway : 1",,"Municipality",,,"N/A",,,,
"17794740",,"1943","$2,298.00","$512.00",,"Electricity",,,"Municipality",,,,,,,,"Municipality",,,"2,162 SF","$293,900.00",,,
"17803654",,"INCO",,,,,,"Public transportation, Commuter train, Highway, Metro","Municipality",,,,,,,"Commercial","Municipality",,,"N/A",,,,
"17814310",,"1956","$6,982.00","$1,117.00",,"Dual energy",,"Hospital, Highway, High school, Elementary school, Public transportation, Park","Municipality",,,,,"Single width, Heated, Built-in","Garage : 1, Driveway : 2",,"Municipality",,,"7,295.27 SF","$666,100.00",,,
"17830301",,,"$4,208.00","$1.00",,,,"Highway, CEGEP, Hospital, Public transportation, Elementary school","Municipality",,,,,,,"Commercial, Commercial","Municipality",,,"1,768.6 SM",,,"Flat",
"17839952",,"INCO","$3,799.00","$1,004.00",,"Electricity",,,"Municipality",,,,,,,"Residential","Municipality",,,"1,960 SF","$673,400.00","Wood, Ceramic","Flat","$1,234.00"
"17840733",,"1959","$3,504.00","$651.00",,"Heating oil, Electricity, Dual energy",,"Highway, High school, Bicycle path, Elementary school, Park, Public transportation","Municipality",,,"Inground, Heated",,,"Driveway : 2, Carport : 1",,"Municipality",,,"4,920 SF irr.","$366,200.00",,,
"17842382","727 SF","2014",,,,"Electricity",,,"Municipality",,,,"View of the city, Panoramic",,,,"Municipality",,,"N/A",,,,
"17853414",,"1961","$1,584.00","$327.00",,"Electricity",,"CEGEP, Public transportation, High school, Elementary school, Highway","Municipality",,,,,,"Driveway : 1",,"Municipality",,,"1,503 SF","$207,100.00",,,
