MlsNumber,Lat,Lng,City,BuyPrice,ConstructionYear,GenreCode,CatgCode,WalkScore,NbPieces,NbChambres,NbSallesEaux,NbSallesBains,NbFoyerPoele,NbEquipements,NbGarages,NbStationnements,NbPiscines,NbBordEaux,NbAnimals,NbCultures,IsNewPrice,IsNew,RevenuBrutPotentiel
12884674,45.51507755,-73.63240705,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),849000,2000,ME,UNI,82,11,3,1,1,1,0,3,1,0,0,0,0,0,0,0
12891816,45.48442448,-73.6327529,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),329000,1996,AP,COP,94,5,2,0,1,0,0,2,1,0,0,0,0,0,0,0
12916148,45.46453511,-73.63044743,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),215000,1947,AP,COP,81,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0
12933540,45.50141957,-73.6292038,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),249000,1952,AP,COP,91,6,2,0,1,0,0,1,1,0,0,0,0,0,0,0
13040286,45.49463094,-73.6120677,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),125000,1949,AP,COP,85,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
13041117,45.46733381,-73.61303676,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),279000,1922,AP,COP,81,6,2,0,2,0,0,0,0,0,0,0,0,0,0,0
13061041,45.47750419,-73.63211898,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),299000,1999,AP,COP,83,5,2,0,1,0,0,1,1,0,0,0,0,0,0,0
13087945,45.49048708,-73.64709912,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),459000,1990,AP,COP,86,5,3,0,2,0,0,0,2,0,0,0,0,0,0,0
13131529,45.4701129,-73.61210305,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),222600,,AP,COP,89,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0
13299380,45.49293326,-73.61327886,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),219900,1657,AP,COP,43,3,1,0,1,0,0,2,1,0,0,0,0,0,0,0
13321536,45.46725175,-73.6434145,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),250000,1962,AP,COP,83,7,2,0,2,0,0,1,1,0,0,0,0,0,0,0
13351375,45.484315,-73.635786,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),759000,1935,AP,COP,85,10,3,0,3,1,0,0,1,0,0,0,0,0,0,0
13495334,45.51055421,-73.63135679,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),244000,2009,AP,COP,86,6,2,0,1,0,0,0,1,0,0,0,0,0,0,0
13517957,45.49954271,-73.62210622,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),439500,1927,AP,COP,92,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0
13558850,45.510643,-73.636932,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),949000,1946,ME,UNI,70,10,5,0,2,2,0,1,2,0,0,0,0,0,0,0
13569100,45.492459,-73.633027,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),479000,1934,AP,COP,93,7,3,1,1,0,0,0,2,0,0,0,0,0,0,0
13584050,45.50130888,-73.62693787,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),115000,,VE,PCI,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13605504,45.49535313,-73.61621181,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),369000,,AP,COP,92,5,2,0,2,0,0,2,1,2,0,0,0,0,0,0
13611076,45.46400056,-73.64789945,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),439000,1952,MEM,UNI,70,6,3,0,1,0,0,0,1,0,0,0,0,0,0,0
13617641,45.46837,-73.610446,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),339900,2013,AP,COP,86,6,3,0,2,0,0,0,0,0,0,0,0,0,0,0
13625092,45.46126426,-73.63360545,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),269000,1987,AP,COP,83,4,2,0,2,1,0,0,0,0,0,0,0,0,0,0
13625535,45.477235,-73.621328,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),629000,1927,AP,COP,93,6,2,0,2,1,0,0,0,0,0,0,0,0,0,0
13645819,45.49584927,-73.6507988,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),209900,2011,LS,COP,87,4,1,0,1,0,0,2,1,4,0,0,0,0,0,0
13646332,45.49808843,-73.65287987,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),369000,2010,AP,COP,86,7,3,0,1,0,0,1,1,0,0,0,0,0,0,0
13653402,45.494237,-73.611914,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),319000,1942,AP,COP,63,7,3,0,2,0,0,4,1,0,0,0,0,0,0,0
13659319,45.478602,-73.628299,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),264000,1932,AP,COP,90,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0
13695326,45.50032225,-73.64649256,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),458708,2014,AP,COP,84,5,3,0,2,0,0,1,1,2,0,0,0,0,0,0
13721588,45.47905414,-73.61461692,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),639000,1927,AP,COP,87,8,3,0,2,1,0,2,1,0,0,0,0,0,0,0
13803662,45.49758836,-73.65206213,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),254800,2013,AP,COP,83,4,1,0,1,0,0,0,0,3,0,0,0,0,0,0
13815625,45.48315424,-73.62226741,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),1750000,2008,VE,PCI,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13857273,45.50113649,-73.6273502,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),324000,2004,AP,COP,91,4,2,0,2,1,0,3,1,0,0,0,0,0,0,0
13863908,45.45808215,-73.64630949,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),299000,2004,AP,COP,74,5,2,0,1,0,0,3,1,0,0,0,0,0,0,0
13955231,45.48513907,-73.61751795,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),339000,1930,AP,COP,59,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0
13957859,45.497282,-73.649464,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),289821,2011,AP,COP,85,5,2,0,2,0,0,0,1,1,0,0,0,0,0,0
14006661,45.46989,-73.64693,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),199000,,VE,PCI,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14017885,45.49856423,-73.65214007,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),254000,2009,AP,COP,83,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0
14025074,45.50008328,-73.65347045,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),259000,2008,AP,COP,69,6,2,0,1,0,0,2,1,0,0,0,0,0,0,0
14053878,45.47015804,-73.61218888,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),306810,,AP,COP,89,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0
14068316,45.47411991,-73.62409092,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),467100,2014,AP,COP,93,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0
14095009,45.49283985,-73.61352026,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),205000,1957,AP,COP,43,4,1,0,1,0,0,1,1,1,0,0,0,0,0,0
14208816,45.49637274,-73.61744846,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),284900,2012,AP,COP,91,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
14225439,45.463296,-73.634785,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),499000,1947,ME,UNI,80,8,4,1,1,1,0,2,2,1,0,0,0,0,0,0
14298332,45.51040523,-73.62401143,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),319000,1949,AP,COP,86,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0
14302254,45.50156739,-73.62882528,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),325500,2004,AP,COP,91,5,2,0,1,1,0,1,1,0,0,0,0,0,0,0
14357264,45.496827,-73.652605,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),399000,2011,AP,COP,87,8,3,0,2,0,0,0,1,3,0,0,0,0,0,0
14425758,45.497442,-73.64969,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),798858,,VE,PCI,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14445453,45.49788742,-73.65106718,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),264000,2013,AP,COP,83,5,1,0,1,0,0,2,1,2,0,0,0,0,0,0
14480361,45.51138927,-73.63276087,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),537200,,AP,COP,82,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0
14493985,45.492485,-73.633777,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),199900,,VE,PCI,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14633082,45.495431,-73.616051,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),340000,1975,AP,COP,92,6,2,0,2,0,0,0,1,0,0,0,0,0,0,0
14727206,45.477999,-73.611794,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),2150000,1867,ME,UNI,92,25,5,1,3,0,0,0,0,0,0,0,0,0,0,0
14744834,45.46550558,-73.63192346,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),208000,1947,AP,COP,87,5,2,0,1,0,0,0,1,0,0,0,0,0,0,0
14767167,45.49721639,-73.64962563,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),384000,2013,AP,COP,86,4,2,0,2,0,0,1,1,0,0,0,0,0,0,0
14769121,45.49972289,-73.64851462,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),279900,2012,AP,COP,87,6,1,0,1,0,0,2,1,0,0,0,0,0,0,0
14797739,45.493885,-73.612427,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),199000,1949,AP,COP,63,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0
14827568,45.48448879,-73.62924571,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),68800,,VE,PCI,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14844176,45.46683478,-73.62738414,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),209000,1910,AP,COP,87,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0
14858608,45.49273714,-73.61306849,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),215000,1957,AP,COP,47,5,2,0,1,0,0,2,1,0,0,0,0,0,0,0
14952739,45.512068,-73.624523,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),650000,1990,AP,COP,83,5,2,0,2,0,0,2,1,3,0,0,0,0,0,0
14989266,45.50039,-73.651851,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),249000,2008,AP,COP,76,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0
15037560,45.51082,-73.623925,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),712000,2007,MA,COP,83,7,3,1,2,0,0,0,0,0,0,0,0,0,0,0
15038872,45.486041,-73.62291,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),1649000,1950,ME,UNI,84,9,4,1,2,0,0,1,1,0,0,0,0,0,0,0
15067796,45.461887,-73.65407,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),439000,1950,ME,UNI,80,8,3,0,1,0,0,1,1,0,0,0,0,0,0,0
15100066,45.477113,-73.631604,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),325000,1999,AP,COP,83,4,2,0,1,0,0,2,1,0,0,0,0,0,0,0
15131035,45.47996433,-73.6122622,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),519000,1925,AP,COP,88,7,3,1,1,1,0,0,0,0,0,0,0,0,0,0
15156317,45.49967851,-73.6508546,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),259900,2009,AP,COP,85,6,2,0,1,0,0,1,1,0,0,0,0,0,0,0
15213480,45.49976577,-73.64763518,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),334500,2012,AP,COP,86,4,2,0,2,0,0,0,1,2,0,0,0,0,0,0
15220064,45.47006776,-73.61184556,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),258335,,AP,COP,89,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0
15240430,45.49943743,-73.6221706,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),444500,1927,AP,COP,92,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0
15249803,45.493972,-73.611181,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),274400,1951,AP,COP,58,5,2,0,1,0,0,1,1,0,0,0,0,0,0,0
15334831,45.48701475,-73.61881636,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),698000,1930,AP,COP,62,9,4,0,3,2,0,0,1,0,0,0,0,0,1,0
15343815,45.471406,-73.6266,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),89900,1924,VE,PCI,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15377336,45.49681948,-73.65307707,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),323000,2011,AP,COP,87,6,2,0,2,0,0,2,1,2,0,0,0,0,0,0
15420309,45.511692,-73.618957,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),730000,1983,AP,COP,78,6,3,0,2,0,0,2,1,0,0,0,0,0,0,0
15490368,45.46837,-73.610446,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),159900,2014,AP,COP,86,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15503774,45.472929,-73.625238,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),298000,1998,AP,COP,90,4,1,0,1,0,0,2,1,0,0,0,0,0,0,0
15566962,45.45800844,-73.64370425,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),449000,1949,ME,UNI,78,8,3,1,1,0,0,0,1,0,0,0,0,0,0,0
15603547,45.463554,-73.628617,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),233000,2013,AP,COP,85,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0
15688734,45.47541248,-73.62204035,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),589000,1924,AP,COP,93,6,4,0,2,1,0,1,2,0,0,0,0,0,0,0
15707214,45.46274937,-73.62837553,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),234000,,AP,COP,69,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0
15743422,45.49982925,-73.64755666,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),365000,2012,AP,COP,86,8,2,0,2,0,0,1,1,0,0,0,0,0,0,0
15745063,45.470469,-73.635687,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),599000,1959,ME,UNI,88,8,4,1,2,0,0,2,2,0,0,0,0,0,0,0
15780684,45.493985,-73.611177,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),310000,1957,AP,COP,58,5,2,0,1,0,0,4,1,1,0,0,0,0,0,0
15780797,45.47499247,-73.61427195,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),194500,1910,AP,COP,91,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0
15798937,45.51132913,-73.63276087,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),385900,,AP,COP,82,6,3,0,2,0,0,0,0,0,0,0,0,0,0,0
15812615,45.495022,-73.637046,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),599000,,VE,PCI,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15856124,45.461132,-73.656893,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),264900,2006,AP,COP,73,7,2,1,1,0,0,0,1,0,0,0,0,0,0,0
15858326,45.50146954,-73.63165728,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),169000,1954,AP,COP,92,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0
16001387,45.470987,-73.61045,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),315000,,AP,COP,86,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16001553,45.506096,-73.618891,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),675000,1932,AP,COP,80,11,3,0,4,1,0,0,0,0,0,0,0,0,0,0
16051536,45.45895947,-73.64900607,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),138800,2004,AP,COP,69,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
16080286,45.46277947,-73.62807512,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),285000,,AP,COP,84,5,2,0,1,0,0,1,1,0,0,0,0,0,0,0
16085878,45.46767221,-73.65080775,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),575000,1955,MPM,UNI,81,10,4,0,3,0,0,1,2,0,0,0,0,0,0,0
16104364,45.5000263,-73.64771812,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),399000,2012,AP,COP,86,5,2,0,2,0,0,0,1,3,0,0,0,0,0,0
16150091,45.476758,-73.628851,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),429000,1920,AP,COP,87,7,2,1,1,1,0,0,0,0,0,0,0,0,0,0
16177954,45.49640282,-73.61726607,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),284900,2012,AP,COP,91,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0
16373295,45.510487,-73.628425,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),248888,2012,AP,COP,83,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0
16404838,45.473966,-73.610466,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),279265,2012,AP,COP,93,4,2,0,2,0,0,1,1,0,0,0,0,0,0,0
16420779,45.46996,-73.61381,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),489000,1915,AP,COP,80,6,3,0,2,1,0,0,0,0,0,0,0,0,0,0
16422090,45.46679703,-73.62060785,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),385000,1924,AP,COP,79,6,3,0,1,1,0,0,0,0,0,0,0,0,0,0
16432209,45.46553112,-73.64488041,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),229000,2005,AP,COP,79,7,2,0,2,0,0,0,0,0,0,0,0,0,0,0
16439257,45.493972,-73.611181,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),149000,1948,AP,COP,58,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0
16480257,45.49561399,-73.65096015,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),325000,,VE,PCI,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16485912,45.46232975,-73.6343656,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),585000,1945,ME,UNI,82,8,3,0,2,0,0,3,2,0,0,0,0,0,0,0
16489152,45.471654,-73.615796,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),819000,1914,ME,UNI,94,12,4,1,2,1,0,0,0,0,0,0,0,0,0,0
16531447,45.511692,-73.618957,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),1695000,1983,AP,COP,78,6,3,1,2,0,0,1,1,0,0,0,0,0,0,0
16614105,45.469601,-73.629386,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),598000,1910,ME,UNI,87,8,4,0,2,0,0,0,1,0,0,0,0,0,0,0
16614125,45.496827,-73.652605,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),249000,2011,AP,COP,87,4,1,0,1,0,0,1,1,0,0,0,0,0,0,0
16632144,45.487479,-73.63692,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),145000,,VE,PCI,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16727348,45.467732,-73.612337,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),379000,2011,AP,COP,81,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0
16745023,45.48698408,-73.62058193,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),499000,1931,AP,COP,80,7,3,1,1,0,0,2,1,0,0,0,0,0,0,0
16790878,45.47050767,-73.6337149,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),469000,1928,AP,COP,79,9,4,0,1,1,0,0,1,0,0,0,0,0,0,0
16815761,45.47985609,-73.62022433,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),949000,2003,MA,COP,88,13,3,1,3,1,0,3,1,0,0,0,0,0,0,0
16850855,45.476656,-73.612468,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),919000,1917,ME,UNI,91,11,7,1,2,0,0,0,1,0,0,0,0,0,0,0
16874414,45.496827,-73.652605,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),325000,2011,AP,COP,87,7,2,0,2,0,0,2,1,4,0,0,0,0,0,0
16874854,45.460638,-73.633983,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),89000,1920,VE,PCI,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17042291,45.46412425,-73.62291475,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),499000,2012,AP,COP,84,10,3,0,2,0,0,2,2,0,0,0,0,0,0,0
17064383,45.469323,-73.618162,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),345000,2011,AP,COP,94,6,2,0,2,0,0,0,0,0,0,0,0,0,0,0
17070311,45.49637274,-73.617427,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),279900,2012,AP,COP,91,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
17113322,45.48442219,-73.6261006,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),998000,1952,ME,UNI,95,14,3,2,2,0,0,3,1,0,0,0,0,0,0,0
17159996,45.48518051,-73.63751381,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),319000,1937,AP,COP,87,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0
17171077,45.46555915,-73.61459081,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),255000,2012,AP,COP,76,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0
17175189,45.46299017,-73.62792492,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),320000,2013,AP,COP,84,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0
17196644,45.49980084,-73.6478176,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),699000,2012,AP,COP,87,5,3,0,2,0,0,0,1,3,0,0,0,0,0,0
17233811,45.56222595,-73.52448288,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),324500,1922,AP,COP,49,4,2,0,1,0,0,1,1,0,0,0,0,0,0,0
17267655,45.46532,-73.623347,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),274000,1927,AP,COP,80,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0
17351877,45.49747421,-73.62874578,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),259000,1940,AP,COP,88,5,2,0,1,0,0,0,1,0,0,0,0,0,0,0
17355944,45.505099,-73.627107,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),185000,1946,AP,COP,84,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0
17381358,45.49725571,-73.65241902,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),284064,2014,AP,COP,86,5,2,0,2,0,0,0,0,4,0,0,0,0,0,0
17390394,45.50114,-73.646611,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),299000,2011,AP,COP,84,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0
17451202,45.45968716,-73.65675353,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),299000,2003,AP,COP,79,5,2,1,1,0,0,3,1,0,0,0,0,0,0,0
17534434,45.47743609,-73.63245249,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),295000,1998,AP,COP,83,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0
17605054,45.50765589,-73.62008383,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),585000,1952,AP,COP,82,7,3,0,2,1,0,0,1,0,0,0,0,0,0,0
17631270,45.4701129,-73.61201722,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),256100,,AP,COP,89,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0
17714446,45.49512536,-73.60765983,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),429000,2012,AP,COP,64,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0
17754447,45.4709971,-73.61281917,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),309900,1914,AP,COP,92,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0
17760996,45.4701129,-73.61199576,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),215325,,AP,COP,89,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0
17768020,45.496716,-73.652384,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),269000,2012,AP,COP,87,4,1,0,1,0,0,0,0,4,0,0,0,0,0,0
17777755,45.49978021,-73.64754399,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),314900,2012,AP,COP,86,5,1,0,1,0,0,0,1,4,0,0,0,0,0,0
17793924,45.47586916,-73.63244819,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),535000,1949,AP,COP,80,7,3,0,2,0,0,1,2,0,0,0,0,0,0,0
17928257,45.49759345,-73.64588889,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),210983,,AP,COP,86,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0
17992176,45.473187,-73.622782,C̫te-des-Neiges/Notre-Dame-de-Gr̢ce (Montr̩al),1160000,1922,ME,UNI,88,8,4,1,3,2,0,2,2,0,0,0,0,0,0,0
